Core-index,jlpt,Vocab-expression,Vocab-kana,Vocab-meaning-eng,Nep-meaning,Vocab-pos,Sentence-expression,Sentence-meaning-nep,Sentence-kana,Sentence-meaning-eng,Mnemonic,Explanation
651,JLPT4,ホテル,ホテル,hotel,होटल,Noun,今ホテルに着きました。,अहिले होटलमा पुगे।,いま ほてる に つきました,I arrived at the hotel just now.,"Visualize a giant hotel (ホテル) with a hot tub in every room. ホテル (ほてる) means 'hotel' in Japanese. Picture the hotel saying, 'Stay with us!'","{'word': 'ホテル', 'pronunciation': 'ほてる', 'meanings': [{'nepali': 'होटल', 'english': 'hotel', 'details': ['बाहिरबाट आउने पाहुनाहरूको लागि बस्ने सुविधा।', 'जस्तै - लक्जरी होटल, बजेट होटल, व्यापारिक होटल आदि।']}]}"
652,JLPT2,再び,ふたたび,"again, a second time",फेरि,Adverb,彼は再びここに戻ってきた。,उहाँ फेरि यहाँ आउनुभयो।,かれ は ふたたび ここ に もどって きた,He came back here once again.,"Picture a phoenix (再 - ふたた) rising again (再び - ふたたび) from the ashes. 再び (ふたたび) means 'again' in Japanese. Picture the phoenix saying, 'Rising again!'","{'word': '再び', 'pronunciation': 'ふたたび', 'meanings': [{'nepali': 'फेरि', 'english': 'again, a second time', 'details': ['कुनै कुरा पुनः हुनु।', 'जस्तै - फेरि भेट्नु, फेरि सुरु गर्नु, फेरि सोध्नु आदि।']}]}"
653,JLPT1,上昇,じょうしょう,"ascension, rising",वृद्धि,Verbal Noun,地球の気温は上昇している。,पृथ्वीको तापक्रम बढिरहेको छ।,ちきゅう の きおん は じょうしょう して いる,The temperature of the earth is rising.,"Imagine a giant shoelace (昇 - しょう) tying up to the top (上 - じょう) of a mountain. 上昇 (じょうしょう) means 'rising' in Japanese. Picture the shoelace saying, 'Reaching new heights!'","{'word': '上昇', 'pronunciation': 'じょうしょう', 'meanings': [{'nepali': 'वृद्धि', 'english': 'ascension, rising', 'details': ['कुनै कुरा माथि उक्लने वा बढ्ने प्रक्रिया।', 'जस्तै - तापक्रम वृद्धि, मूल्य वृद्धि, लोकप्रियता वृद्धि आदि।']}]}"
654,JLPT3,機械,きかい,machine,मेसिन,Noun,新しい機械が壊れた。,नयाँ मेसिन बिग्रियो।,あたらしい きかい が こわれた,The new machine broke.,"Picture a giant key (機 - き) operating a complex machine (械 - かい). 機械 (きかい) means 'machine' in Japanese. Picture the key saying, 'Operating the machine!'","{'word': '機械', 'pronunciation': 'きかい', 'meanings': [{'nepali': 'मेसिन', 'english': 'machine', 'details': ['कुनै काम वा उत्पादन गर्न प्रयोग हुने यन्त्र।', 'जस्तै - औद्योगिक मेसिन, खेती गर्ने मेसिन, घरायसी मेसिन आदि।']}]}"
655,JLPT2,注目,ちゅうもく,"attention, notice",ध्यान,Verbal Noun,私たちはその会社に注目している。,हामी त्यो कम्पनीमा ध्यान दिइरहेका छौं।,わたしたち は その かいしゃ に ちゅうもく して いる,We have our eyes on that company.,"Imagine a giant choo-choo train (注 - ちゅう) demanding attention (目 - もく) with its loud whistle. 注目 (ちゅうもく) means 'attention' in Japanese. Picture the train saying, 'Pay attention to me!'","{'word': '注目', 'pronunciation': 'ちゅうもく', 'meanings': [{'nepali': 'ध्यान', 'english': 'attention, notice', 'details': ['कुनै कुरा वा व्यक्तिमा ध्यान दिनु।', 'जस्तै - व्यापार ध्यान, समाचार ध्यान, सार्वजनिक ध्यान आदि।']}]}"
656,JLPT2,過去,かこ,the past,अतीत,Noun,それは過去の話だ。,त्यो अतीतको कुरा हो।,それ は かこ の はなし だ,That's in the past now.,"Visualize a giant cocoa bean (過 - か) representing the past (過去 - かこ) with an old-timey hat. 過去 (かこ) means 'past' in Japanese. Picture the cocoa saying, 'In the past!'","{'word': '過去', 'pronunciation': 'かこ', 'meanings': [{'nepali': 'अतीत', 'english': 'the past', 'details': ['बितेको समय वा घटना।', 'जस्तै - बाल्यकाल अतीत, ऐतिहासिक अतीत, व्यक्तिगत अतीत आदि।']}]}"
657,JLPT2,作品,さくひん,"work of art, piece",कृति,Noun,この絵はゴッホの作品だ。,यो चित्र भ्यान गोको कृति हो।,この え は ごっほ の さくひん だ,This painting is one of van Gogh's works.,"Imagine a giant sock (作 - さく) creating a piece (品 - ひん) of art. 作品 (さくひん) means 'work' or 'piece' in Japanese. Picture the sock saying, 'Creating my masterpiece!'","{'word': '作品', 'pronunciation': 'さくひん', 'meanings': [{'nepali': 'कृति', 'english': 'work of art, piece', 'details': ['कलात्मक वा साहित्यिक सिर्जना।', 'जस्तै - चित्रकलाको कृति, साहित्यिक कृति, सङ्गीत कृति आदि।']}]}"
658,JLPT2,直接,ちょくせつ,directly,सिधा,Adverb,彼に直接お願いしなさい。,उहाँलाई सिधा अनुरोध गर्नुहोस्।,かれ に ちょくせつ おねがい しなさい,Ask him directly.,"Visualize a chameleon (直 - ちょく) directly (直接 - ちょくせつ) changing colors. 直接 (ちょくせつ) means 'direct' in Japanese. Picture the chameleon saying, 'Direct color change!'","{'word': '直接', 'pronunciation': 'ちょくせつ', 'meanings': [{'nepali': 'सिधा', 'english': 'directly', 'details': ['कुनै मध्यस्थता बिना सिधा।', 'जस्तै - सिधा सम्पर्क, सिधा कुरा, सिधा सम्बन्ध आदि।']}]}"
659,JLPT2,批判,ひはん,"criticism, comment",आलोचना,Verbal Noun,彼は同僚を批判した。,उहाँले सहकर्मीलाई आलोचना गर्नुभयो।,かれ は どうりょう を ひはん した,He criticized his colleague.,"Picture a hippo (批 - ひ) harshly criticizing (批判 - ひはん) a painting. 批判 (ひはん) means 'criticism' in Japanese. Picture the hippo saying, 'This needs improvement!'","{'word': '批判', 'pronunciation': 'ひはん', 'meanings': [{'nepali': 'आलोचना', 'english': 'criticism, comment', 'details': ['कुनै व्यक्तिको काम वा विचारको नकारात्मक मूल्याङ्कन।', 'जस्तै - साहित्यिक आलोचना, राजनीतिक आलोचना, सामाजिक आलोचना आदि।']}]}"
660,JLPT3,文化,ぶんか,culture,संस्कृति,Noun,私はこの国の文化を勉強しています。,म यो देशको संस्कृति अध्ययन गर्दैछु।,わたし は この くに の ぶんか を べんきょう して います,I'm studying this country's culture.,"Imagine a giant bun (文 - ぶん) teaching culture (文化 - ぶんか) classes. 文化 (ぶんか) means 'culture' in Japanese. Picture the bun saying, 'Let’s learn about culture!'","{'word': '文化', 'pronunciation': 'ぶんか', 'meanings': [{'nepali': 'संस्कृति', 'english': 'culture', 'details': ['कुनै समाज वा समुदायको जीवनशैली, परम्परा, रितीरिवाज आदि।', 'जस्तै - नेपाली संस्कृति, जापानी संस्कृति, पश्चिमी संस्कृति आदि।']}]}"
661,JLPT1,施設,しせつ,"facilities, institution",सुविधा,Noun,そのホテルにはレジャー施設がたくさんある。,त्यो होटलमा धेरै मनोरञ्जन सुविधा छन्।,その ほてる に は れじゃー しせつ が たくさん ある,There are a lot of leisure facilities in the hotel.,"Visualize a giant sea (施 - し) shell (設 - せつ) housing a big facility. 施設 (しせつ) means 'facility' in Japanese. Picture the shell saying, 'Welcome to the facility!'","{'word': '施設', 'pronunciation': 'しせつ', 'meanings': [{'nepali': 'सुविधा', 'english': 'facilities, institution', 'details': ['कुनै विशेष उद्देश्यको लागि बनाइएको स्थल वा भवन।', 'जस्तै - स्वास्थ्य सुविधा, खेलकुद सुविधा, शिक्षा सुविधा आदि।']}]}"
662,JLPT2,成功,せいこう,success,सफलता,Verbal Noun,ついに実験が成功した。,अन्ततः प्रयोग सफल भयो।,ついに じっけん が せいこう した,The experiment finally succeeded.,"Picture a giant sailboat (成 - せい) reaching success (功 - こう) at the finish line. 成功 (せいこう) means 'success' in Japanese. Picture the sailboat saying, 'We’ve succeeded!'","{'word': '成功', 'pronunciation': 'せいこう', 'meanings': [{'nepali': 'सफलता', 'english': 'success', 'details': ['कुनै उद्देश्य वा लक्ष्य प्राप्ति।', 'जस्तै - परियोजना सफलता, व्यापार सफलता, अध्ययन सफलता आदि।']}]}"
663,JLPT2,実際,じっさい,"truth, actual state",वास्तवमा,Adverb,彼は実際にはあまり背が高くない。,उहाँ वास्तवमा धेरै अग्लो हुनुहुन्न।,かれ は じっさい に は あまり せ が たかく ない,"Actually, he's not very tall.","Imagine a genie (実 - じつ) showing real (際 - さい) magic tricks in reality. 実際 (じっさい) means 'reality' in Japanese. Picture the genie saying, 'It’s real magic!'","{'word': '実際', 'pronunciation': 'じっさい', 'meanings': [{'nepali': 'वास्तवमा', 'english': 'truth, actual state', 'details': ['कुनै कुराको वास्तविकता वा सत्यता।', 'जस्तै - वास्तविक घटना, वास्तविक तथ्य, वास्तविक स्थिति आदि।']}]}"
664,JLPT1,当然,とうぜん,"natural, as a matter of course",स्वाभाविक,Adjectival Noun,彼女が怒るのも当然だ。,उहाँ रिसाउनु स्वाभाविक हो।,かのじょ が おこる の も とうぜん だ,It's natural that she should be angry.,"Picture a big toe (当 - とう) meditating in a Zen (然 - ぜん) garden. 当然 (とうぜん) means 'naturally' or 'as a matter of course' in Japanese. Picture the toe saying, 'Naturally Zen!'","{'word': '当然', 'pronunciation': 'とうぜん', 'meanings': [{'nepali': 'स्वाभाविक', 'english': 'natural, as a matter of course', 'details': ['कुनै कुराको स्वाभाविक वा सामान्य हुनु।', 'जस्तै - स्वाभाविक प्रतिक्रिया, स्वाभाविक निर्णय, स्वाभाविक प्रक्रिया आदि।']}]}"
665,JLPT2,年間,ねんかん,period of one year,वार्षिक,Noun,年間5万人がここを訪れます。,"वार्षिक ५०,००० मानिस यहाँ आउँछन्।",ねんかん ごまんにん が ここ を おとずれます,"This place gets 50,000 visitors a year.","Imagine a giant calendar (年 - ねん) marking every year (間 - かん) with big events. 年間 (ねんかん) means 'yearly' in Japanese. Picture the calendar saying, 'Every year counts!'","{'word': '年間', 'pronunciation': 'ねんかん', 'meanings': [{'nepali': 'वार्षिक', 'english': 'period of one year', 'details': ['एक वर्षको समय अवधि।', 'जस्तै - वार्षिक भेटघाट, वार्षिक कार्यक्रम, वार्षिक रिपोर्ट आदि।']}]}"
666,JLPT3,簡単,かんたん,"simple, easy",सजिलो,Adjectival Noun,この料理はとても簡単です。,यो खाना पकाउन धेरै सजिलो छ।,この りょうり は とても かんたん です,This dish is very easy to make.,"Picture a giant tanuki (簡 - かん) making things simple (単 - たん) with its magic leaf. 簡単 (かんたん) means 'simple' in Japanese. Picture the tanuki saying, 'It’s simple magic!'","{'word': '簡単', 'pronunciation': 'かんたん', 'meanings': [{'nepali': 'सजिलो', 'english': 'simple, easy', 'details': ['कुनै कुरा गर्ने प्रक्रियामा कम जटिलता।', 'जस्तै - सजिलो खाना, सजिलो काम, सजिलो विधि आदि।']}]}"
667,JLPT2,迫る,せまる,"press, close in on, be imminent",नजिक,Verb,締め切りが迫っています。,समय सीमा नजिक आइरहेको छ।,しめきり が せまって います,The deadline is approaching.,"Visualize a giant pack of wolves (迫 - せま) approaching (迫る - せまる) a campsite. 迫る (せまる) means 'to approach' in Japanese. Picture the wolves saying, 'We’re getting closer!'","{'word': '迫る', 'pronunciation': 'せまる', 'meanings': [{'nepali': 'नजिक', 'english': 'press, close in on, be imminent', 'details': ['कुनै कुरा समय वा दूरीमा नजिक आउनु।', 'जस्तै - समय सीमा नजिक, परीक्षा नजिक, छुट्टी नजिक आदि।']}]}"
668,JLPT0,まとめる,まとめる,"gather together, put in order",समेट्नु,Verb,彼女は荷物をまとめて出て行った。,उहाँले सामान समेटेर बाहिर जानुभयो।,かのじょ は にもつ を まとめて でて いった,She packed her luggage and left.,"Imagine a giant mat (まとめる) gathering all the pieces of a puzzle together. まとめる (まとめる) means 'to gather' or 'to summarize' in Japanese. Picture the mat saying, 'Bringing it all together!'","{'word': 'まとめる', 'pronunciation': 'まとめる', 'meanings': [{'nepali': 'समेट्नु', 'english': 'gather together, put in order', 'details': ['कुनै कुरा मिलाएर राख्नु वा व्यवस्थापन गर्नु।', 'जस्तै - सामान समेट्नु, विचार समेट्नु, जानकारी समेट्नु आदि।']}]}"
669,JLPT2,占める,しめる,"occupy, hold",धारण गर्नु,Verb,私に届くメールのうち、迷惑メールが7割を占めている。,"मलाई आउने इमेलमध्ये, स्पामले ७०% धारण गरेको छ।",わたし に とどく めーる の うち めいわく めーる が ななわり を しめて いる,About 70 percent of emails sent to me are junk.,"Picture a shaman (占 - し) claiming (占める - しめる) a big piece of land. 占める (しめる) means 'to occupy' in Japanese. Picture the shaman saying, 'This land is mine!'","{'word': '占める', 'pronunciation': 'しめる', 'meanings': [{'nepali': 'धारण गर्नु', 'english': 'occupy, hold', 'details': ['कुनै ठाउँ वा स्थिति लिनु।', 'जस्तै - पद धारण गर्नु, स्थान धारण गर्नु, स्थिति धारण गर्नु आदि।']}]}"
670,JLPT2,残す,のこす,"leave, reserve, leave undone",छोड्नु,Verb,彼女はメッセージを残しました。,उहाँले सन्देश छोड्नुभयो।,かのじょ は めっせーじ を のこしました,She left a message.,"Visualize a giant zombie (残 - のこ) leaving (残す - のこす) behind a trail of candy. 残す (のこす) means 'to leave' in Japanese. Picture the zombie saying, 'Leaving candy behind!'","{'word': '残す', 'pronunciation': 'のこす', 'meanings': [{'nepali': 'छोड्नु', 'english': 'leave, reserve, leave undone', 'details': ['कुनै कुरालाई पछाडि छोड्नु वा अधुरो राख्नु।', 'जस्तै - सन्देश छोड्नु, काम छोड्नु, जिम्मेवारी छोड्नु आदि।']}]}"
671,JLPT2,言語,げんご,"language, speech",भाषा,Noun,彼はアジアの言語を研究している。,उहाँ एसियाका भाषाहरू अध्ययन गर्दै हुनुहुन्छ।,かれ は あじあ の げんご を けんきゅう して いる,He's doing research in Asian languages.,"Imagine a talking golem (言 - げん) speaking every language (語 - ご). 言語 (げんご) means 'language' in Japanese. Picture the golem saying, 'I speak all languages!'","{'word': '言語', 'pronunciation': 'げんご', 'meanings': [{'nepali': 'भाषा', 'english': 'language, speech', 'details': ['संचारका लागि प्रयोग गरिने शब्दहरू वा संकेतहरू।', 'जस्तै - नेपाली भाषा, जापानी भाषा, अंग्रेजी भाषा आदि।']}]}"
672,JLPT3,教育,きょういく,education,शिक्षा,Verbal Noun,彼は海外で教育を受けました。,उहाँले विदेशमा शिक्षा लिनुभयो।,かれ は かいがい で きょういく を うけました,He received his education abroad.,"Picture a giant koala (教 - きょう) teaching a class about yaks (育 - いく). 教育 (きょういく) means 'education' in Japanese. Picture the koala saying, 'Education is key!'","{'word': '教育', 'pronunciation': 'きょういく', 'meanings': [{'nepali': 'शिक्षा', 'english': 'education', 'details': ['ज्ञान, सीप, र मूल्यहरूको संरचनाबद्ध स्थानान्तरण।', 'जस्तै - प्राथमिक शिक्षा, माध्यमिक शिक्षा, उच्च शिक्षा आदि।']}]}"
673,JLPT2,他,た,"others, other things",अरू,Noun,留学生はアジア人が多く、その他は3割です。,"विद्यार्थीहरूमध्ये धेरै एसियाली छन्, अरू ३०% हुन्।",りゅうがくせい は あじあじん が おおく そのた は さんわり です,"The majority of foreign students are Asian, with 30 percent from other regions.","Imagine a giant taco (他 - た) standing among other tacos. 他 (た) means 'other' in Japanese. Picture the taco saying, 'I’m one of the others!'","{'word': '他', 'pronunciation': 'ほか', 'meanings': [{'nepali': 'अरू', 'english': 'others, other things', 'details': ['कुनै समूह वा सेटको बाहिरका वस्तु वा व्यक्ति।', 'जस्तै - अरू विद्यार्थी, अरू देश, अरू भाषाहरू आदि।']}]}"
674,JLPT1,取引,とりひき,"transaction, dealings",लेनदेन,Verbal Noun,私たちは中国の会社と取引しています。,हामी चिनियाँ कम्पनीसँग लेनदेन गर्छौं।,わたしたち は ちゅうごく の かいしゃ と とりひき して います,We're dealing with a Chinese company.,"Picture a turkey (取 - とり) making a trade (引 - ひき) with a hedgehog. 取引 (とりひき) means 'transaction' in Japanese. Picture the turkey saying, 'Deal made!'","{'word': '取引', 'pronunciation': 'とりひき', 'meanings': [{'nepali': 'लेनदेन', 'english': 'transaction, dealings', 'details': ['वस्तु वा सेवाको आदानप्रदान।', 'जस्तै - व्यापार लेनदेन, वित्तीय लेनदेन, सेवा लेनदेन आदि।']}]}"
675,JLPT4,自動車,じどうしゃ,automobile,मोटरगाडी,Noun,彼は自動車会社に就職した。,उहाँ मोटरगाडी कम्पनीमा काम गर्नुभयो।,かれ は じどうしゃ がいしゃ に しゅうしょく した,He got a job at a car company.,"Imagine a giant judo (自 - じ) champion driving a car (自動車 - じどうしゃ). 自動車 (じどうしゃ) means 'automobile' in Japanese. Picture the judo champion saying, 'Driving my car!'","{'word': '自動車', 'pronunciation': 'じどうしゃ', 'meanings': [{'nepali': 'मोटरगाडी', 'english': 'automobile', 'details': ['इन्जिनद्वारा संचालित सवारी साधन।', 'जस्तै - निजी मोटरगाडी, सार्वजनिक मोटरगाडी, व्यावसायिक मोटरगाडी आदि।']}]}"
676,JLPT3,反対,はんたい,"oppose, object",विरोध,Verbal Noun,私は反対です。,म विरोध गर्छु।,わたし は はんたい です,I'm against it.,"Visualize a panda (反 - はん) opposing (対 - たい) a kangaroo in a boxing match. 反対 (はんたい) means 'opposition' in Japanese. Picture the panda saying, 'I oppose you!'","{'word': '反対', 'pronunciation': 'はんたい', 'meanings': [{'nepali': 'विरोध', 'english': 'oppose, object', 'details': ['कुनै कुरा अस्वीकृत वा असहमत गर्नु।', 'जस्तै - योजना विरोध, प्रस्ताव विरोध, नीति विरोध आदि।']}]}"
677,JLPT0,若者,わかもの,"young person, youth",युवाहरू,Noun,最近の若者は本を読まない。,हालका युवाहरूले किताब पढ्दैनन्।,さいきん の わかもの は ほん を よまない,Young people these days don't read books.,"Picture a young samurai (若 - わか) warrior fighting with an otter (者 - もの). 若者 (わかもの) means 'young person' in Japanese. Picture the young samurai saying, 'I’m a young warrior!'","{'word': '若者', 'pronunciation': 'わかもの', 'meanings': [{'nepali': 'युवाहरू', 'english': 'young person, youth', 'details': ['तन्नेरी अवस्था वा उमेरका व्यक्ति।', 'जस्तै - विद्यार्थी युवाहरू, खेलाडी युवाहरू, नवप्रवर्तनकारी युवाहरू आदि।']}]}"
678,JLPT2,分,ぶん,"amount, part, share",भाग,Noun,このケーキはあなたの分です。,यो केक तपाईको भाग हो।,この けーき は あなた の ぶん です,This is your share of the cake.,"Imagine a bunch of buns (分 - ぶん) being sliced into parts. 分 (ぶん) means 'part' or 'minute' in Japanese. Picture the buns saying, 'Divided into parts!'","{'word': '分', 'pronunciation': 'ぶん', 'meanings': [{'nepali': 'भाग', 'english': 'amount, part, share', 'details': ['कुनै वस्तु वा सम्पत्तिको एक अंश।', 'जस्तै - केकको भाग, सम्पत्तिको भाग, कामको भाग आदि।']}]}"
679,JLPT1,課題,かだい,"task, problem",कार्य,Noun,夏休みの課題は何ですか。,गर्मी छुट्टीको कार्य के हो?,なつやすみ の かだい は なん です か,What's our summer assignment?,"Picture a cat (課 - か) facing a giant die (題 - だい) as a challenge. 課題 (かだい) means 'task' or 'challenge' in Japanese. Picture the cat saying, 'Challenge accepted!'","{'word': '課題', 'pronunciation': 'かだい', 'meanings': [{'nepali': 'कार्य', 'english': 'task, problem', 'details': ['कुनै उद्देश्य वा समाधानको लागि गरिने कार्य।', 'जस्तै - गृहकार्य, परियोजना कार्य, समस्या कार्य आदि।']}]}"
680,JLPT1,通常,つうじょう,"common, ordinary",साधारण,Noun,通常は夜8時まで営業しています。,साधारणतया राति ८ बजेसम्म खुल्छ।,つうじょう は よる はちじ まで えいぎょう して います,We're usually open until eight o'clock at night.,"Visualize a giant tool (通 - つう) box being used normally (常 - じょう) every day. 通常 (つうじょう) means 'usual' in Japanese. Picture the toolbox saying, 'Just the usual!'","{'word': '通常', 'pronunciation': 'つうじょう', 'meanings': [{'nepali': 'साधारण', 'english': 'common, ordinary', 'details': ['सामान्य स्थिति वा अवस्था।', 'जस्तै - साधारण दिन, साधारण स्थिति, साधारण काम आदि।']}]}"
681,JLPT2,同様,どうよう,similar,समान,Adjectival Noun,私たちは彼を家族同様に思っている。,हामी उहाँलाई परिवारको सदस्य जस्तै मान्छौं।,わたしたち は かれ を かぞく どうよう に おもって いる,We think of him just like family.,"Imagine two yodelers (同 - どう) performing in the same way (様 - よう). 同様 (どうよう) means 'same' or 'similar' in Japanese. Picture the yodelers saying, 'We’re the same!'","{'word': '同様', 'pronunciation': 'どうよう', 'meanings': [{'nepali': 'समान', 'english': 'similar', 'details': ['कुनै कुरा वा व्यक्तिमा समानता।', 'जस्तै - समान विचार, समान स्थिति, समान समस्या आदि।']}]}"
682,JLPT2,程度,ていど,"degree, extent",स्तर,Noun,この程度の怪我なら大丈夫です。,यो स्तरको चोट भने ठिक छ।,この ていど の けが なら だいじょうぶ です,"With an injury of this small extent, she's going to be fine.","Picture a giant teddy bear (程 - てい) measuring the degree (度 - ど) of a hot cup of tea. 程度 (ていど) means 'degree' in Japanese. Picture the teddy saying, 'Measuring the degree!'","{'word': '程度', 'pronunciation': 'ていど', 'meanings': [{'nepali': 'स्तर', 'english': 'degree, extent', 'details': ['कुनै कुराको मापन वा स्तर।', 'जस्तै - शिक्षा स्तर, स्वास्थ्य स्तर, समस्या स्तर आदि।']}]}"
683,JLPT2,当たる,あたる,"hit, strike",ठोक्किनु,Verb,ボールが彼の頭に当たった。,बल उहाँको टाउकोमा ठोक्कियो।,ぼーる が かれ の あたま に あたった,The ball hit him on the head.,"Imagine a giant dart (当 - あた) hitting (当たる - あたる) a bullseye. 当たる (あたる) means 'to hit' in Japanese. Picture the dart saying, 'Bullseye hit!'","{'word': '当たる', 'pronunciation': 'あたる', 'meanings': [{'nepali': 'ठोक्किनु', 'english': 'hit, strike', 'details': ['कुनै कुरा ठोक्किनु वा टकराउनु।', 'जस्तै - गाडी ठोक्किनु, बल ठोक्किनु, व्यक्तिहरू ठोक्किनु आदि।']}]}"
684,JLPT2,訴える,うったえる,sue,मुद्दा दायर गर्नु,Verb,彼女は会社を訴えた。,उहाँले कम्पनीलाई मुद्दा दायर गर्नुभयो।,かのじょ は かいしゃ を うったえた,She sued the company.,"Visualize a giant sushi (訴 - うった) suing (訴える - うったえる) a fish in court. 訴える (うったえる) means 'to sue' in Japanese. Picture the sushi saying, 'You’re sued!'","{'word': '訴える', 'pronunciation': 'うったえる', 'meanings': [{'nepali': 'मुद्दा दायर गर्नु', 'english': 'sue', 'details': ['कुनै कानूनी कार्यवाही थाल्नु।', 'जस्तै - कम्पनीलाई मुद्दा दायर गर्नु, व्यक्तिलाई मुद्दा दायर गर्नु, सेवा प्रदायकलाई मुद्दा दायर गर्नु आदि।']}]}"
685,JLPT2,事情,じじょう,"circumstances, conditions",परिस्थिति,Noun,あなたの事情はよく分かりました。,म तपाईको परिस्थिति बुझें।,あなた の じじょう は よく わかりました,I understand your situation well.,"Imagine a giant genie (事 - じ) explaining the situation (情 - じょう) to a crowd. 事情 (じじょう) means 'situation' in Japanese. Picture the genie saying, 'Here’s the situation!'","{'word': '事情', 'pronunciation': 'じじょう', 'meanings': [{'nepali': 'परिस्थिति', 'english': 'circumstances, conditions', 'details': ['कुनै घटना वा अवस्थाका सन्दर्भहरू।', 'जस्तै - व्यक्तिगत परिस्थिति, आर्थिक परिस्थिति, सामाजिक परिस्थिति आदि।']}]}"
686,JLPT1,発言,はつげん,"utterance, speech",वक्तव्य,Verbal Noun,会議で全員が発言した。,बैठकमा सबैले वक्तव्य दिए।,かいぎ で ぜんいん が はつげん した,Everyone spoke at the conference.,"Picture a giant haggis (発 - はつ) giving a speech (言 - げん) on a podium. 発言 (はつげん) means 'speech' or 'statement' in Japanese. Picture the haggis saying, 'Hear my statement!'","{'word': '発言', 'pronunciation': 'はつげん', 'meanings': [{'nepali': 'वक्तव्य', 'english': 'utterance, speech', 'details': ['कुनै कुरा बोल्नु वा व्यक्त गर्नु।', 'जस्तै - औपचारिक वक्तव्य, सार्वजनिक वक्तव्य, व्यक्तिगत वक्तव्य आदि।']}]}"
687,JLPT2,傾向,けいこう,"tendency, disposition",प्रवृत्ति,Noun,最近の若者は難しい本を読まない傾向がある。,हालका युवाहरू गाह्रो किताब पढ्न खोज्दैनन्।,さいきん の わかもの は むずかしい ほん を よまない けいこう が ある,Young people these days tend not to read difficult books.,"Imagine a giant king (傾 - けい) tending (傾向 - けいこう) to his subjects. 傾向 (けいこう) means 'tendency' in Japanese. Picture the king saying, 'This is the tendency!'","{'word': '傾向', 'pronunciation': 'けいこう', 'meanings': [{'nepali': 'प्रवृत्ति', 'english': 'tendency, disposition', 'details': ['कुनै कुरा नियमित रूपमा दोहोरिनु वा कुनै दिशा तर्फको झुकाव।', 'जस्तै - बजार प्रवृत्ति, सामाजिक प्रवृत्ति, सांस्कृतिक प्रवृत्ति आदि।']}]}"
688,JLPT1,開催,かいさい,"holding (of an event), opening",आयोजना,Verbal Noun,京都で国際会議が開催された。,क्योटोमा अन्तर्राष्ट्रिय सम्मेलन आयोजना गरियो।,きょうと で こくさいかいぎ が かいさい された,An international conference was held in Kyoto.,"Picture a giant kite (開 - かい) hosting (開催 - かいさい) a big festival. 開催 (かいさい) means 'holding' or 'hosting' in Japanese. Picture the kite saying, 'Festival is on!'","{'word': '開催', 'pronunciation': 'かいさい', 'meanings': [{'nepali': 'आयोजना', 'english': 'holding (of an event), opening', 'details': ['कुनै कार्यक्रम वा समारोहको आयोजना।', 'जस्तै - सम्मेलन आयोजन, प्रदर्शनी आयोजन, प्रतियोगिता आयोजन आदि।']}]}"
689,JLPT2,文字,もじ,"character, letter",अक्षर,Noun,壁に文字が書いてあった。,पर्खालमा अक्षरहरू लेखिएका थिए।,かべ に もじ が かいて あった,There was some writing on the wall.,"Visualize a bunch of monkeys (文 - もん) writing letters (字 - じ) on a typewriter. 文字 (もんじ) means 'letter' or 'character' in Japanese. Picture the monkeys saying, 'Typing letters!'","{'word': '文字', 'pronunciation': 'もじ', 'meanings': [{'nepali': 'अक्षर', 'english': 'character, letter', 'details': ['लेखनमा प्रयोग गरिने चिह्न वा संकेत।', 'जस्तै - जापानी अक्षर, अंग्रेजी अक्षर, ह्यान्जी अक्षर आदि।']}]}"
690,JLPT3,子,こ,"child, kid",बच्चा,Noun,その子は日本語が分からない。,त्यो बच्चालाई जापानी भाषा थाहा छैन।,その こ は にほんご が わからない,That kid doesn't understand Japanese.,"Imagine a giant sock (子 - こ) playing with a bunch of tiny children. 子 (こ) means 'child' in Japanese. Picture the sock saying, 'Let’s play, kids!'","{'word': '子', 'pronunciation': 'こ', 'meanings': [{'nepali': 'बच्चा', 'english': 'child, kid', 'details': ['तन्नेरी वा नवजात मानिस।', 'जस्तै - स्कुले बच्चा, बालक बच्चा, नवजात बच्चा आदि।']}]}"
691,JLPT2,述べる,のべる,"state orally, expound, mention",व्यक्त गर्नु,Verb,上司が意見を述べた。,वरिष्ठले आफ्नो विचार व्यक्त गरे।,じょうし が いけん を のべた,Our boss gave us his opinion.,"Picture a giant noodle (述 - のべ) giving a speech (述べる - のべる) to a crowd. 述べる (のべる) means 'to state' in Japanese. Picture the noodle saying, 'I state the obvious!'","{'word': '述べる', 'pronunciation': 'のべる', 'meanings': [{'nepali': 'व्यक्त गर्नु', 'english': 'state orally, expound, mention', 'details': ['कुनै कुरा बोल्नु वा लेख्नु।', 'जस्तै - आफ्नो विचार व्यक्त गर्नु, तर्क व्यक्त गर्नु, भावना व्यक्त गर्नु आदि।']}]}"
